DEPTH_LSF,UCAV,GR_RAB,GRMA,RHON,BPHI,TNPH,RES_BD,P16B,A40B,VSH,VCO
4.2192,9.0698745,48.44286,43.14898,1.6654248333333332,62.07658333333333,62.84518333333333,1.226577,1.1035875000000002,1.2702613333333335,,1566.5
4.2496,9.04267,48.37569,43.94797,1.6663,62.2335,63.1821,1.177354,1.105819,1.270764,,1567.4333333333332
4.2801,9.036807666666666,48.06968,44.08244,1.6645936666666665,62.926716666666664,64.47906666666667,1.14020625,1.107498,1.2725681666666666,,1568.3666666666668
4.3004,9.030945333333333,47.916740000000004,44.149645,1.6628873333333332,63.61993333333333,65.77603333333333,1.1030585,1.109177,1.2743723333333334,,1569.3
4.3106,9.025083,47.7638,44.21685,1.661181,64.31315,67.073,1.06591075,1.110856,1.2761765,,1569.3
4.3411,9.019220666666666,47.45778,44.35132,1.6594746666666667,65.00636666666666,68.36996666666667,1.028763,1.112535,1.2779806666666667,,1569.3
4.3716,9.013358333333333,47.15128,44.486,1.6577683333333333,65.69958333333332,69.66693333333333,0.9916152500000001,1.114214,1.2797848333333335,,1569.3
4.402,9.007496,46.84602,44.62014,1.656062,66.3928,70.9639,0.9544675,1.115893,1.281589,,1569.3
4.4325,9.0043285,46.93029,44.58009,1.651758,65.96846666666666,69.8526,0.96446675,1.1141056666666667,1.281803,,1569.3
4.4528,9.001161,46.9724,44.56008,1.647454,65.54413333333333,68.7413,0.9744659999999999,1.1123183333333333,1.282017,,1569.3
4.463,8.9979935,47.01451,44.54007,1.6431499999999999,65.1198,67.63,0.98446525,1.1105310000000002,1.282231,,1568.35
4.4935,8.994826,47.09878,44.50003,1.638846,64.69546666666666,66.5187,0.9944645,1.1087436666666668,1.282445,,1567.3999999999999
4.524,8.9916585,47.18317,44.45992,1.6345420000000002,64.27113333333334,65.4074,1.00446375,1.1069563333333334,1.282659,,1566.4499999999998
4.5544,8.988491,47.26814,44.41915,1.630238,63.8468,64.2961,1.014463,1.105169,1.282873,,1565.5
4.5849,8.957432333333333,47.74747,43.97017,1.6261116666666666,63.96118333333334,64.28739999999999,1.0853706666666665,1.1060751666666668,1.2814001666666666,,1564.5500000000002
